Date,Bitcoin,Gold,S&P500,CSHPNI (Case–Shiller index),M2 (billions)
1964-01-31 00:00:00,0,35.1,80.65,0,395.2
1964-02-29 00:00:00,0,35.1,77.39,0,397.6
1964-03-31 00:00:00,0,35.1,78.8,16.26,399.8
1964-04-30 00:00:00,0,35.1,79.94,0,401.7
1964-05-31 00:00:00,0,35.1,80.72,0,404.2
1964-06-30 00:00:00,0,35.1,80.24,16.2,407.1
1964-07-31 00:00:00,0,35.1,83.22,0,410.1
1964-08-31 00:00:00,0,35.1,82,0,413.4
1964-09-30 00:00:00,0,35.1,83.41,16.3,416.9
1964-10-31 00:00:00,0,35.1,0,0,419.1
1964-11-30 00:00:00,0,35.1,85.44,0,422
1964-12-31 00:00:00,0,35.1,83.96,16.41,424.7
1965-01-31 00:00:00,0,35.12,88.755,0,427.5
1965-02-28 00:00:00,0,35.12,86.75,0,430.4
1965-03-31 00:00:00,0,35.12,86.83,16.52,433.2
1965-04-30 00:00:00,0,35.12,87.97,0,435.4
1965-05-31 00:00:00,0,35.12,89.28,0,437.1
1965-06-30 00:00:00,0,35.12,85.04,16.44,440.1
1965-07-31 00:00:00,0,35.12,84.91,0,442.9
1965-08-31 00:00:00,0,35.12,86.49,0,445.8
1965-09-30 00:00:00,0,35.12,89.38,16.47,449.5
1965-10-31 00:00:00,0,35.12,0,0,452.6
1965-11-30 00:00:00,0,35.12,92.15,0,455.7
1965-12-31 00:00:00,0,35.12,91.73,16.64,459.2
1966-01-31 00:00:00,0,35.13,85.225,0,462
1966-02-28 00:00:00,0,35.13,92.69,0,464.6
1966-03-31 00:00:00,0,35.13,88.88,16.73,467.2
1966-04-30 00:00:00,0,35.13,91.6,0,469.3
1966-05-31 00:00:00,0,35.13,86.78,0,470.1
1966-06-30 00:00:00,0,35.13,86.06,16.77,471.2
1966-07-31 00:00:00,0,35.13,85.84,0,470.9
1966-08-31 00:00:00,0,35.13,80.65,0,472.6
1966-09-30 00:00:00,0,35.13,77.81,16.79,475.4
1966-10-31 00:00:00,0,35.13,0,0,475.7
1966-11-30 00:00:00,0,35.13,80.99,0,477.3
1966-12-31 00:00:00,0,35.13,81.33,16.86,480.2
1967-01-31 00:00:00,0,34.95,90.055,0,481.6
1967-02-28 00:00:00,0,34.95,87.36,0,485.1
1967-03-31 00:00:00,0,34.95,89.42,16.87,489.7
1967-04-30 00:00:00,0,34.95,90.96,0,492.1
1967-05-31 00:00:00,0,34.95,92.59,0,497.2
1967-06-30 00:00:00,0,34.95,91.43,16.94,502
1967-07-31 00:00:00,0,34.95,93.01,0,506.3
1967-08-31 00:00:00,0,34.95,94.49,0,510.8
1967-09-30 00:00:00,0,34.95,95.81,17.06,514.7
1967-10-31 00:00:00,0,34.95,0,0,518.2
1967-11-30 00:00:00,0,34.95,92.66,0,521.2
1967-12-31 00:00:00,0,34.95,95.3,17.23,524.8
1968-01-31 00:00:00,0,35.5,99.42,0,527.4
1968-02-29 00:00:00,0,36,90.75,0,530.4
1968-03-31 00:00:00,0,37,89.09,17.33,533.2
1968-04-30 00:00:00,0,37.86,95.67,0,535.7
1968-05-31 00:00:00,0,40.7,97.87,0,538.9
1968-06-30 00:00:00,0,41.14,100.5,17.35,542.6
1968-07-31 00:00:00,0,39.46,100.3,0,545.6
1968-08-31 00:00:00,0,39.19,98.11,0,549.4
1968-09-30 00:00:00,0,40.18,101.3,17.52,553.6
1968-10-31 00:00:00,0,39.21,0,0,557.6
1968-11-30 00:00:00,0,39.78,105.4,0,562.4
1968-12-31 00:00:00,0,41.08,106.5,17.85,566.8
1969-01-31 00:00:00,0,42.3,98.76,0,569.3
1969-02-28 00:00:00,0,42.6,101.5,0,571.9
1969-03-31 00:00:00,0,43.16,99.3,18.21,574.4
1969-04-30 00:00:00,0,43.31,101.3,0,575.7
1969-05-31 00:00:00,0,43.46,104.6,0,576.5
1969-06-30 00:00:00,0,41.44,99.14,18.43,578.5
1969-07-31 00:00:00,0,41.76,94.71,0,579.5
1969-08-31 00:00:00,0,41.09,94.18,0,580.1
1969-09-30 00:00:00,0,40.87,94.51,18.79,582.1
1969-10-31 00:00:00,0,40.44,0,0,583.4
1969-11-30 00:00:00,0,37.4,96.21,0,585.4
1969-12-31 00:00:00,0,35.17,91.11,19.17,587.9
1970-01-31 00:00:00,0,34.94,87.34,0,589.6
1970-02-28 00:00:00,0,34.99,87.16,0,586.3
1970-03-31 00:00:00,0,35.09,88.65,19.59,587.3
1970-04-30 00:00:00,0,35.62,85.95,0,588.4
1970-05-31 00:00:00,0,35.95,76.06,0,591.5
1970-06-30 00:00:00,0,35.42,75.59,19.93,595.2
1970-07-31 00:00:00,0,35.32,75.72,0,599.1
1970-08-31 00:00:00,0,35.38,77.92,0,604.9
1970-09-30 00:00:00,0,36.19,82.58,20.32,611.2
1970-10-31 00:00:00,0,37.52,0,0,616.4
1970-11-30 00:00:00,0,37.44,84.28,0,621.1
1970-12-31 00:00:00,0,37.44,90.05,20.74,626.5
1971-01-31 00:00:00,0,37.88,95.39,0,632.9
1971-02-28 00:00:00,0,38.74,97.11,0,641
1971-03-31 00:00:00,0,38.87,99.6,20.88,649.9
1971-04-30 00:00:00,0,39.01,103,0,658.4
1971-05-31 00:00:00,0,40.52,101.6,0,666.7
1971-06-30 00:00:00,0,40.1,99.72,21.1,673
1971-07-31 00:00:00,0,40.95,99,0,679.6
1971-08-31 00:00:00,0,42.71,97.24,0,685.5
1971-09-30 00:00:00,0,42.03,99.4,21.4,692.5
1971-10-31 00:00:00,0,42.5,0,0,698.4
1971-11-30 00:00:00,0,42.86,92.78,0,704.6
1971-12-31 00:00:00,0,43.48,99.17,21.65,710.3
1972-01-31 00:00:00,0,45.75,106.45,0,717.7
1972-02-29 00:00:00,0,48.26,105.2,0,725.7
1972-03-31 00:00:00,0,48.33,107.7,21.84,733.5
1972-04-30 00:00:00,0,49.03,108.8,0,738.4
1972-05-31 00:00:00,0,54.62,107.7,0,743.3
1972-06-30 00:00:00,0,62.09,108,21.97,749.7
1972-07-31 00:00:00,0,65.66,107.2,0,759.5
1972-08-31 00:00:00,0,67.03,111,0,768.7
1972-09-30 00:00:00,0,65.46,109.4,22.36,778.3
1972-10-31 00:00:00,0,64.86,0,0,786.9
1972-11-30 00:00:00,0,62.91,115.1,0,793.9
1972-12-31 00:00:00,0,63.91,117.5,22.37,802.3
1973-01-31 00:00:00,0,65.14,114.1,0,810.3
1973-02-28 00:00:00,0,74.2,114.2,0,814.1
1973-03-31 00:00:00,0,84.37,112.4,22.35,815.3
1973-04-30 00:00:00,0,90.5,110.3,0,819.7
1973-05-31 00:00:00,0,101.96,107.2,0,826.8
1973-06-30 00:00:00,0,120.12,104.8,22.41,833.3
1973-07-31 00:00:00,0,120.17,105.8,0,836.5
1973-08-31 00:00:00,0,106.76,103.8,0,838.8
1973-09-30 00:00:00,0,102.97,105.6,22.61,839.3
1973-10-31 00:00:00,0,100.08,0,0,842.6
1973-11-30 00:00:00,0,94.92,102,0,848.9
1973-12-31 00:00:00,0,106.72,94.78,23.02,855.5
1974-01-31 00:00:00,0,129.19,82.775,0,859.7
1974-02-28 00:00:00,0,150.13,93.45,0,864.2
1974-03-31 00:00:00,0,168.42,97.44,23.56,870.1
1974-04-30 00:00:00,0,172.24,92.46,0,872.9
1974-05-31 00:00:00,0,163.27,89.67,0,874.6
1974-06-30 00:00:00,0,154.1,89.79,24,877.8
1974-07-31 00:00:00,0,142.98,79.31,0,881.4
1974-08-31 00:00:00,0,154.64,76.03,0,884.1
1974-09-30 00:00:00,0,151.75,68.12,24.47,887.9
1974-10-31 00:00:00,0,158.78,0,0,893.3
1974-11-30 00:00:00,0,181.66,71.74,0,898.6
1974-12-31 00:00:00,0,183.78,67.07,25.17,902.1
1975-01-31 00:00:00,0,176.27,80.565,25.34,906.3
1975-02-28 00:00:00,0,179.6,80.1,25.4,914.1
1975-03-31 00:00:00,0,178.16,83.78,25.42,925
1975-04-30 00:00:00,0,169.84,84.72,25.39,935.1
1975-05-31 00:00:00,0,167.39,90.1,25.4,947.9
1975-06-30 00:00:00,0,164.24,92.4,25.43,963
1975-07-31 00:00:00,0,165.17,92.49,25.55,975.1
1975-08-31 00:00:00,0,163,85.71,25.73,983.1
1975-09-30 00:00:00,0,144.17,84.67,25.97,991.5
1975-10-31 00:00:00,0,142.79,0,26.2,997.8
1975-11-30 00:00:00,0,142.42,90.07,26.43,1006.9
1975-12-31 00:00:00,0,139.3,88.7,26.54,1016.2
1976-01-31 00:00:00,0,131.05,99.38,26.67,1026.6
1976-02-29 00:00:00,0,131.06,100.6,26.73,1040.3
1976-03-31 00:00:00,0,132.76,101.1,26.91,1050
1976-04-30 00:00:00,0,127.94,101.9,27.1,1060.8
1976-05-31 00:00:00,0,126.92,101.2,27.35,1072.1
1976-06-30 00:00:00,0,125.71,101.8,27.48,1077.6
1976-07-31 00:00:00,0,117.73,104.2,27.7,1086.3
1976-08-31 00:00:00,0,109.93,103.3,27.89,1098.7
1976-09-30 00:00:00,0,114.15,105.5,28.07,1110.8
1976-10-31 00:00:00,0,116.15,0,28.2,1125
1976-11-30 00:00:00,0,130.46,101.2,28.41,1138.2
1976-12-31 00:00:00,0,133.93,104.7,28.7,1152
1977-01-31 00:00:00,0,132.26,98.77,28.98,1165.2
1977-02-28 00:00:00,0,136.24,101,29.34,1177.6
1977-03-31 00:00:00,0,148.23,100.6,29.7,1188.5
1977-04-30 00:00:00,0,149.17,99.05,30.16,1199.6
1977-05-31 00:00:00,0,146.61,98.76,30.45,1209
1977-06-30 00:00:00,0,140.78,99.29,30.7,1217.8
1977-07-31 00:00:00,0,143.39,100.2,31,1226.7
1977-08-31 00:00:00,0,144.94,97.75,31.33,1237
1977-09-30 00:00:00,0,149.53,96.23,31.73,1246.2
1977-10-31 00:00:00,0,158.95,0,32.17,1254
1977-11-30 00:00:00,0,162.1,94.28,32.55,1262.4
1977-12-31 00:00:00,0,160.45,93.82,32.89,1270.3
1978-01-31 00:00:00,0,173.18,95.425,33.26,1279.7
1978-02-28 00:00:00,0,178.14,88.98,33.65,1285.5
1978-03-31 00:00:00,0,183.61,88.82,34.06,1292.2
1978-04-30 00:00:00,0,175.28,92.71,34.43,1300.4
1978-05-31 00:00:00,0,176.31,97.41,34.83,1310.5
1978-06-30 00:00:00,0,183.75,97.66,35.36,1318.5
1978-07-31 00:00:00,0,188.73,97.19,35.84,1324.1
1978-08-31 00:00:00,0,206.3,103.9,36.32,1333.5
1978-09-30 00:00:00,0,212.08,103.9,36.71,1345
1978-10-31 00:00:00,0,227.44,0,37.11,1352.3
1978-11-30 00:00:00,0,206.2,94.71,37.56,1359.1
1978-12-31 00:00:00,0,207.85,96.11,38.07,1366
1979-01-31 00:00:00,0,227.28,102.105,38.63,1371.6
1979-02-28 00:00:00,0,245.67,98.23,39.14,1377.8
1979-03-31 00:00:00,0,242.05,100.1,39.6,1387.8
1979-04-30 00:00:00,0,239.11,102.1,40.02,1402.1
1979-05-31 00:00:00,0,257.59,99.73,40.46,1410.2
1979-06-30 00:00:00,0,279.07,101.7,40.96,1423
1979-07-31 00:00:00,0,294.74,102.7,41.39,1434.8
1979-08-31 00:00:00,0,300.82,107.4,41.8,1446.6
1979-09-30 00:00:00,0,354.95,108.6,42.19,1454.1
1979-10-31 00:00:00,0,391.66,0,42.6,1460.4
1979-11-30 00:00:00,0,391.99,103.7,42.98,1465.9
1979-12-31 00:00:00,0,455.08,107.8,43.3,1473.7
1980-01-31 00:00:00,0,675.31,120.55,43.58,1482.7
1980-02-29 00:00:00,0,665.32,115.3,43.86,1494.6
1980-03-31 00:00:00,0,553.58,104.7,44.18,1499.8
1980-04-30 00:00:00,0,517.41,103,44.49,1502.2
1980-05-31 00:00:00,0,513.8,107.7,44.72,1512.3
1980-06-30 00:00:00,0,600.72,114.6,44.95,1529.2
1980-07-31 00:00:00,0,643.27,119.8,45.23,1545.5
1980-08-31 00:00:00,0,627.15,123.5,45.49,1561.5
1980-09-30 00:00:00,0,673.63,126.5,45.76,1574
1980-10-31 00:00:00,0,661.15,0,46,1584.8
1980-11-30 00:00:00,0,624.77,135.7,46.27,1595.8
1980-12-31 00:00:00,0,538.26,133.5,46.51,1599.8
1981-01-31 00:00:00,0,557.39,126.4,46.71,1606.9
1981-02-28 00:00:00,0,499.76,128.4,46.93,1618.7
1981-03-31 00:00:00,0,499.11,133.2,47.15,1636.6
1981-04-30 00:00:00,0,495.8,134.4,47.46,1659.2
1981-05-31 00:00:00,0,479.7,131.7,47.72,1664.2
1981-06-30 00:00:00,0,461.09,132.3,47.98,1670.3
1981-07-31 00:00:00,0,409.07,129.1,48.18,1681.9
1981-08-31 00:00:00,0,410.16,129.6,48.41,1694.3
1981-09-30 00:00:00,0,443.75,118.3,48.55,1706
1981-10-31 00:00:00,0,437.76,0,48.69,1721.8
1981-11-30 00:00:00,0,413.37,122.9,48.79,1736.1
1981-12-31 00:00:00,0,410.09,123.8,48.88,1755.5
1982-01-31 00:00:00,0,384.14,125,48.96,1770.4
1982-02-28 00:00:00,0,374.13,114.5,49.07,1774.5
1982-03-31 00:00:00,0,330.25,110.8,49,1786.5
1982-04-30 00:00:00,0,350.3,116.3,48.96,1803.9
1982-05-31 00:00:00,0,333.71,116.4,48.95,1815.4
1982-06-30 00:00:00,0,314.98,109.7,48.89,1826
1982-07-31 00:00:00,0,338.97,109.4,48.83,1831.5
1982-08-31 00:00:00,0,364.23,109.7,48.78,1845.2
1982-09-30 00:00:00,0,437.31,122.4,48.85,1858.4
1982-10-31 00:00:00,0,422.15,0,48.93,1869.7
1982-11-30 00:00:00,0,414.89,138.1,49.03,1883.7
1982-12-31 00:00:00,0,444.5,139.4,49.18,1905.9
1983-01-31 00:00:00,0,481.29,156,49.39,1959.4
1983-02-28 00:00:00,0,491.09,146.8,49.67,1996.8
1983-03-31 00:00:00,0,419.7,151.9,49.83,2015.2
1983-04-30 00:00:00,0,432.88,157.7,50,2028.6
1983-05-31 00:00:00,0,438.01,164.1,50.16,2043.1
1983-06-30 00:00:00,0,412.84,166.4,50.34,2053.5
1983-07-31 00:00:00,0,402.91,167,50.57,2064.8
1983-08-31 00:00:00,0,416.2,162.4,50.76,2074
1983-09-30 00:00:00,0,411.8,167.2,50.94,2083.2
1983-10-31 00:00:00,0,393.6,0,51.11,2099.2
1983-11-30 00:00:00,0,381.7,165.2,51.3,2112.3
1983-12-31 00:00:00,0,388.34,164.4,51.5,2123.5
1984-01-31 00:00:00,0,370.89,165.6,51.7,2138.2
1984-02-29 00:00:00,0,385.96,157.3,51.9,2158.2
1984-03-31 00:00:00,0,394.26,157.4,52.11,2175.2
1984-04-30 00:00:00,0,381.37,157.6,52.31,2191.7
1984-05-31 00:00:00,0,377.4,156.6,52.54,2204.1
1984-06-30 00:00:00,0,377.7,153.1,52.76,2215.1
1984-07-31 00:00:00,0,347.71,151.1,52.98,2223.5
1984-08-31 00:00:00,0,347.7,164.4,53.19,2230.4
1984-09-30 00:00:00,0,340.2,166.1,53.39,2244.4
1984-10-31 00:00:00,0,341,0,53.58,2258.9
1984-11-30 00:00:00,0,342,166.3,53.72,2281.4
1984-12-31 00:00:00,0,319.54,164.5,53.91,2306.4
1985-01-31 00:00:00,0,302.79,178.9,54.15,2332.4
1985-02-28 00:00:00,0,299.1,180.9,54.43,2354.1
1985-03-31 00:00:00,0,313.5,179.4,54.72,2366.2
1985-04-30 00:00:00,0,326.8,180.6,55,2375.4
1985-05-31 00:00:00,0,316,184.9,55.31,2389.5
1985-06-30 00:00:00,0,316.5,188.9,55.61,2412.6
1985-07-31 00:00:00,0,317.2,192.5,55.92,2429.5
1985-08-31 00:00:00,0,330.4,188.3,56.26,2444
1985-09-30 00:00:00,0,323.35,184.1,56.66,2456.4
1985-10-31 00:00:00,0,325.85,0,57.08,2468
1985-11-30 00:00:00,0,321.5,197.5,57.54,2477.8
1985-12-31 00:00:00,0,321.9,207.3,57.94,2492.1
1986-01-31 00:00:00,0,347.48,222.8,58.36,2502.1
1986-02-28 00:00:00,0,338.89,219.4,58.75,2512.9
1986-03-31 00:00:00,0,345.7,232.3,59.17,2533.1
1986-04-30 00:00:00,0,340.44,238,59.62,2557.8
1986-05-31 00:00:00,0,342.4,238.5,60.06,2584.8
1986-06-30 00:00:00,0,342.7,245.3,60.53,2605
1986-07-31 00:00:00,0,348.34,240.2,61.02,2626.6
1986-08-31 00:00:00,0,376.66,245,61.5,2646.5
1986-09-30 00:00:00,0,417.73,238.3,61.99,2667.8
1986-10-31 00:00:00,0,423.51,0,62.45,2687.4
1986-11-30 00:00:00,0,397.56,245.1,62.92,2701.3
1986-12-31 00:00:00,0,390.92,248.6,63.51,2728
1987-01-31 00:00:00,0,408.26,272.35,63.964,2743.9
1987-02-28 00:00:00,0,401.12,280.9,64.422,2747.5
1987-03-31 00:00:00,0,408.91,292.5,64.734,2753.7
1987-04-30 00:00:00,0,438.35,289.3,65.129,2767.7
1987-05-31 00:00:00,0,460.23,289.1,65.562,2772.9
1987-06-30 00:00:00,0,449.59,301.4,66.07,2774.6
1987-07-31 00:00:00,0,450.52,310.1,66.507,2779
1987-08-31 00:00:00,0,461.15,329.4,66.937,2788.2
1987-09-30 00:00:00,0,460.38,318.7,67.33,2799.5
1987-10-31 00:00:00,0,465.35,0,67.737,2814.8
1987-11-30 00:00:00,0,467.57,245,68.105,2818.9
1987-12-31 00:00:00,0,486.24,241,68.504,2826.4
1988-01-31 00:00:00,0,476.58,263.95,68.856,2847.4
1988-02-29 00:00:00,0,442.07,258.1,69.261,2870.4
1988-03-31 00:00:00,0,443.61,265.7,69.637,2890.7
1988-04-30 00:00:00,0,451.55,262.6,69.974,2910.7
1988-05-31 00:00:00,0,451.07,256.1,70.426,2926
1988-06-30 00:00:00,0,451.33,270.7,70.888,2938.4
1988-07-31 00:00:00,0,437.63,269.1,71.354,2947.2
1988-08-31 00:00:00,0,431.28,263.7,71.799,2952
1988-09-30 00:00:00,0,413.46,268,72.24,2956.9
1988-10-31 00:00:00,0,406.78,0,72.635,2965.3
1988-11-30 00:00:00,0,420.17,271,73.071,2980.2
1988-12-31 00:00:00,0,419.05,276.5,73.464,2988.2
1989-01-31 00:00:00,0,404.01,316.4,73.946,2991.7
1989-02-28 00:00:00,0,387.51,294,74.382,2992.2
1989-03-31 00:00:00,0,390.15,292.7,74.778,2999.7
1989-04-30 00:00:00,0,384.4,302.3,75.084,3006
1989-05-31 00:00:00,0,371.05,313.9,75.305,3011.6
1989-06-30 00:00:00,0,367.6,323.7,75.478,3027.9
1989-07-31 00:00:00,0,375.04,331.9,75.655,3052.4
1989-08-31 00:00:00,0,365.14,346.6,75.833,3074.4
1989-09-30 00:00:00,0,361.75,347.3,76.055,3092.5
1989-10-31 00:00:00,0,366.88,0,76.282,3114.1
1989-11-30 00:00:00,0,394.26,340.2,76.52,3133.3
1989-12-31 00:00:00,0,409.39,348.6,76.704,3152.5
1990-01-31 00:00:00,0,410.11,323.545,76.897,3166.8
1990-02-28 00:00:00,0,416.81,330.45,77.053,3179.2
1990-03-31 00:00:00,0,393.06,338.46,77.201,3190.1
1990-04-30 00:00:00,0,374.24,338.18,77.278,3201.6
1990-05-31 00:00:00,0,369.05,350.25,77.297,3200.6
1990-06-30 00:00:00,0,352.33,360.39,77.258,3213.7
1990-07-31 00:00:00,0,362.53,360.03,77.139,3224.5
1990-08-31 00:00:00,0,394.73,330.75,77.009,3242
1990-09-30 00:00:00,0,389.32,315.41,76.849,3254.6
1990-10-31 00:00:00,0,380.74,0,76.699,3259.3
1990-11-30 00:00:00,0,381.73,315.29,76.37,3262.6
1990-12-31 00:00:00,0,376.95,328.75,76.184,3271.8
1991-01-31 00:00:00,0,383.64,356.185,75.915,3287.7
1991-02-28 00:00:00,0,363.83,362.26,75.733,3304.5
1991-03-31 00:00:00,0,363.34,372.28,75.569,3321.9
1991-04-30 00:00:00,0,358.38,379.68,75.565,3332.4
1991-05-31 00:00:00,0,356.95,377.99,75.764,3343
1991-06-30 00:00:00,0,366.72,378.29,75.991,3351.9
1991-07-31 00:00:00,0,367.69,380.23,76.081,3356.1
1991-08-31 00:00:00,0,356.31,389.4,76.108,3355
1991-09-30 00:00:00,0,348.74,387.2,76.192,3354.9
1991-10-31 00:00:00,0,358.69,0,76.074,3360.1
1991-11-30 00:00:00,0,360.17,385.92,76.013,3365.5
1991-12-31 00:00:00,0,361.73,388.51,76.056,3372.2
1992-01-31 00:00:00,0,354.45,414.29,76.086,3381.2
1992-02-29 00:00:00,0,353.91,412.56,76.155,3400
1992-03-31 00:00:00,0,344.34,407.36,76.276,3403.9
1992-04-30 00:00:00,0,338.62,407.41,76.345,3399.7
1992-05-31 00:00:00,0,337.24,414.81,76.398,3398.6
1992-06-30 00:00:00,0,340.81,408.27,76.332,3393.4
1992-07-31 00:00:00,0,352.72,415.05,76.263,3393.9
1992-08-31 00:00:00,0,343.06,417.93,76.23,3398.8
1992-09-30 00:00:00,0,345.43,418.48,76.238,3410.3
1992-10-31 00:00:00,0,344.38,0,76.375,3423.8
1992-11-30 00:00:00,0,335.02,422.84,76.558,3426.5
1992-12-31 00:00:00,0,334.82,435.64,76.674,3424.7
1993-01-31 00:00:00,0,329.01,449.565,76.784,3419.1
1993-02-28 00:00:00,0,329.31,441.7,76.837,3414.5
1993-03-31 00:00:00,0,330.08,450.16,76.867,3411.7
1993-04-30 00:00:00,0,342.15,443.08,76.936,3411.3
1993-05-31 00:00:00,0,367.18,445.25,77.036,3436.9
1993-06-30 00:00:00,0,371.89,448.06,77.242,3442.4
1993-07-31 00:00:00,0,392.19,447.29,77.429,3442
1993-08-31 00:00:00,0,378.84,454.13,77.612,3445.7
1993-09-30 00:00:00,0,355.28,459.24,77.794,3452.2
1993-10-31 00:00:00,0,364.18,0,77.941,3456.7
1993-11-30 00:00:00,0,373.83,462.89,78.148,3470.1
1993-12-31 00:00:00,0,383.3,465.95,78.325,3474.5
1994-01-31 00:00:00,0,386.88,468.4,78.591,3474.9
1994-02-28 00:00:00,0,381.91,471.58,78.727,3475.7
1994-03-31 00:00:00,0,384.13,463.81,78.855,3480.1
1994-04-30 00:00:00,0,377.27,447.23,78.987,3481.3
1994-05-31 00:00:00,0,381.43,450.9,79.221,3490.8
1994-06-30 00:00:00,0,385.64,454.83,79.421,3479.5
1994-07-31 00:00:00,0,385.49,451.4,79.593,3488.2
1994-08-31 00:00:00,0,380.36,464.24,79.78,3485.7
1994-09-30 00:00:00,0,391.58,466.96,79.918,3486.1
1994-10-31 00:00:00,0,389.77,0,80.065,3484.3
1994-11-30 00:00:00,0,384.39,461.01,80.149,3487.2
1994-12-31 00:00:00,0,379.29,455.19,80.296,3486.4
1995-01-31 00:00:00,0,378.55,524.085,80.426,3492.4
1995-02-28 00:00:00,0,376.64,481.92,80.527,3489.9
1995-03-31 00:00:00,0,382.12,493.15,80.597,3491.1
1995-04-30 00:00:00,0,391.03,507.91,80.66,3499.2
1995-05-31 00:00:00,0,385.22,523.81,80.703,3524.2
1995-06-30 00:00:00,0,387.56,539.35,80.783,3548.9
1995-07-31 00:00:00,0,386.23,557.37,80.936,3567.4
1995-08-31 00:00:00,0,383.67,559.11,81.109,3589
1995-09-30 00:00:00,0,383.06,578.77,81.306,3602.1
1995-10-31 00:00:00,0,383.14,0,81.481,3613.4
1995-11-30 00:00:00,0,385.31,595.53,81.618,3619.9
1995-12-31 00:00:00,0,387.44,614.57,81.735,3629.5
1996-01-31 00:00:00,0,399.45,657.94,81.833,3647.9
1996-02-29 00:00:00,0,404.76,649.54,81.953,3661.8
1996-03-31 00:00:00,0,396.21,647.07,82.194,3686.9
1996-04-30 00:00:00,0,392.85,647.17,82.42,3697.7
1996-05-31 00:00:00,0,391.93,661.23,82.609,3709.6
1996-06-30 00:00:00,0,385.27,668.5,82.751,3722.5
1996-07-31 00:00:00,0,383.47,644.07,82.928,3737.1
1996-08-31 00:00:00,0,387.35,662.68,83.085,3744
1996-09-30 00:00:00,0,383.14,674.88,83.255,3753.4
1996-10-31 00:00:00,0,381.07,0,83.376,3772.8
1996-11-30 00:00:00,0,377.85,735.67,83.551,3795.1
1996-12-31 00:00:00,0,369,743.25,83.72,3818.6
1997-01-31 00:00:00,0,355.11,858.69,83.955,3834.6
1997-02-28 00:00:00,0,346.58,798.39,84.18,3846.3
1997-03-31 00:00:00,0,351.81,792.16,84.452,3861.2
1997-04-30 00:00:00,0,344.47,763.93,84.622,3877
1997-05-31 00:00:00,0,343.84,833.09,84.861,3889.2
1997-06-30 00:00:00,0,340.76,876.29,85.08,3906
1997-07-31 00:00:00,0,324.1,925.29,85.33,3923.9
1997-08-31 00:00:00,0,324.01,927.24,85.573,3957.4
1997-09-30 00:00:00,0,322.82,937.02,85.85,3973.1
1997-10-31 00:00:00,0,324.87,0,86.146,3992.3
1997-11-30 00:00:00,0,306.04,938.92,86.632,4014.8
1997-12-31 00:00:00,0,288.74,962.37,87.092,4032.9
1998-01-31 00:00:00,0,289.1,997.915,87.614,4056.2
1998-02-28 00:00:00,0,297.49,1023.74,88.002,4088.9
1998-03-31 00:00:00,0,295.94,1076.83,88.441,4114.3
1998-04-30 00:00:00,0,308.29,1112.2,88.878,4140.2
1998-05-31 00:00:00,0,299.1,1108.42,89.363,4164.4
1998-06-30 00:00:00,0,292.32,1108.39,89.844,4184.1
